"사용일자","호선명","역명","승차총승객수","하차총승객수","등록일자"
"20210502","4호선","미아사거리","15227","14611","20210505"
"20210502","안산선","반월","2411","2374","20210505"
"20210502","7호선","반포","2827","2917","20210505"
"20210502","5호선","발산","8345","8832","20210505"
"20210502","2호선","방배","6451","6996","20210505"
"20210502","5호선","방이","3556","3423","20210505"
"20210502","경원선","방학","5648","5511","20210505"
"20210502","5호선","방화","3501","3446","20210505"
"20210502","장항선","배방","716","887","20210505"
"20210502","경의선","백마","3311","3164","20210505"
"20210502","일산선","백석","5348","5378","20210505"
"20210502","경춘선","백양리","140","182","20210505"
"20210502","경인선","백운","3964","3941","20210505"
"20210502","6호선","버티고개","1116","1230","20210505"
"20210502","과천선","범계","13827","13439","20210505"
"20210502","경춘선","별내","1728","1640","20210505"
"20210502","경부선","병점","8622","9535","20210505"
"20210502","7호선","보라매","4757","4631","20210505"
"20210502","우이신설선","보문","850","878","20210505"
"20210502","6호선","보문","3863","3687","20210505"
"20210502","경원선","보산","1314","1535","20210505"
"20210502","분당선","보정","1036","985","20210505"
"20210502","8호선","복정","4754","4549","20210505"
"20210502","장항선","봉명","496","520","20210505"
"20210502","9호선2~3단계","봉은사","6625","6678","20210505"
"20210502","2호선","봉천","11534","11317","20210505"
"20210502","6호선","봉화산(서울의료원)","3635","3498","20210505"
"20210502","경인선","부개","4559","4244","20210505"
"20210502","경강선","부발","1230","1765","20210505"
"20210502","경인선","부천","21883","21326","20210505"
"20210502","7호선","부천시청","6323","6043","20210505"
"20210502","7호선","부천종합운동장","2437","2291","20210505"
"20210502","경인선","부평","23207","23188","20210505"
"20210502","7호선","부평구청","4755","4232","20210505"
"20210502","우이신설선","북한산보국문","3594","3342","20210505"
"20210502","우이신설선","북한산우이","3321","3389","20210505"
"20210502","3호선","불광","9583","11264","20210505"
"20210502","6호선","불광","3066","2842","20210505"
"20210502","7호선","사가정","8911","8749","20210505"
"20210502","4호선","사당","13468","12683","20210505"
"20210502","2호선","사당","19060","21504","20210505"
"20210502","경춘선","사릉","1842","1808","20210505"
"20210502","수인선","사리","2349","2062","20210505"
"20210502","9호선","사평","1207","1218","20210505"
"20210502","안산선","산본","8193","8643","20210505"
"20210502","8호선","산성","3617","3664","20210505"
"20210502","4호선","삼각지","1868","2577","20210505"
"20210502","6호선","삼각지","3327","2383","20210505"
"20210502","경강선","삼동","957","978","20210505"
"20210502","7호선","삼산체육관","2383","2238","20210505"
"20210502","2호선","삼성(무역센터)","17751","17318","20210505"
"20210502","9호선2~3단계","삼성중앙","1678","1826","20210505"
"20210502","일산선","삼송","10133","10009","20210505"
"20210502","우이신설선","삼양","1230","1276","20210505"
"20210502","우이신설선","삼양사거리","1415","1391","20210505"
"20210502","9호선2~3단계","삼전","3244","3122","20210505"
"20210502","분당선","상갈","2804","2826","20210505"
"20210502","4호선","상계","9795","9289","20210505"
"20210502","7호선","상도","5042","5132","20210505"
"20210502","7호선","상동","6512","6162","20210505"
"20210502","안산선","상록수","8729","8609","20210505"
"20210502","중앙선","상봉(시외버스터미널)","4265","4067","20210505"
"20210502","7호선","상봉(시외버스터미널)","9351","8830","20210505"
"20210502","6호선","상수","5353","6054","20210505"
"20210502","2호선","상왕십리","6471","6504","20210505"
"20210502","6호선","상월곡(한국과학기술연구원)","3095","2846","20210505"
"20210502","5호선","상일동","6783","6607","20210505"
"20210502","경춘선","상천","661","481","20210505"
"20210502","6호선","새절(신사)","6264","6208","20210505"
"20210502","9호선","샛강","1721","1685","20210505"
"20210502","경의선","서강대","1212","1236","20210505"
"20210502","5호선","서대문","4527","4471","20210505"
"20210502","경부선","서동탄","757","774","20210505"
"20210502","경원선","서빙고","1287","1242","20210505"
"20210502","2호선","서울대입구(관악구청)","25640","26189","20210505"
"20210502","분당선","서울숲","8391","9127","20210505"
"20210502","공항철도 1호선","서울역","6575","5974","20210505"
"20210502","경의선","서울역","970","990","20210505"
"20210502","경부선","서울역","6636","1332","20210505"
"20210502","1호선","서울역","25058","21978","20210505"
"20210502","4호선","서울역","3735","8023","20210505"
"20210502","경부선","서정리","3967","5651","20210505"
"20210502","2호선","서초","9870","9276","20210505"
"20210502","분당선","서현","12846","12884","20210505"
"20210502","6호선","석계","6166","6307","20210505"
"20210502","경원선","석계","4636","5085","20210505"
"20210502","경부선","석수","5055","4974","20210505"
"20210502","8호선","석촌","3856","4769","20210505"
"20210502","9호선2~3단계","석촌","4251","3803","20210505"
"20210502","9호선2~3단계","석촌고분","2845","2788","20210505"
"20210502","분당선","선릉","2656","3884","20210505"
"20210502","2호선","선릉","11931","10446","20210505"
"20210502","과천선","선바위","3453","3307","20210505"
"20210502","9호선","선유도","2951","3080","20210505"
"20210502","분당선","선정릉","2073","2226","20210505"
"20210502","9호선2~3단계","선정릉","2810","3166","20210505"
"20210502","경부선","성균관대","7222","7681","20210505"
"20210502","2호선","성수","12179","13705","20210505"
"20210502","우이신설선","성신여대입구(돈암)","1969","2417","20210505"
"20210502","4호선","성신여대입구(돈암)","11721","11393","20210505"
"20210502","경부선","성환","2236","2740","20210505"
"20210502","경부선","세류","1833","1879","20210505"
"20210502","경부선","세마","1547","1411","20210505"
"20210502","경강선","세종대왕릉","282","245","20210505"
"20210502","수인선","소래포구","5101","5013","20210505"
"20210502","경인선","소사","5582","5363","20210505"
"20210502","경원선","소요산","4670","3857","20210505"
"20210502","우이신설선","솔밭공원","1399","1309","20210505"
"20210502","우이신설선","솔샘","2534","2431","20210505"
"20210502","경인선","송내","12734","12480","20210505"
"20210502","수인선","송도","1594","1532","20210505"
"20210502","5호선","송정","3644","3761","20210505"
"20210502","경부선","송탄","3316","3865","20210505"
"20210502","8호선","송파","3303","3492","20210505"
"20210502","9호선2~3단계","송파나루","2792","2961","20210505"
"20210502","분당선","수내","5370","5258","20210505"
"20210502","7호선","수락산","8402","8270","20210505"
"20210502","안산선","수리산","2164","2425","20210505"
"20210502","경의선","수색","861","973","20210505"
"20210502","분당선","수서","7972","7505","20210505"
"20210502","3호선","수서","9556","9524","20210505"
"20210502","경부선","수원","32562","31524","20210505"
"20210502","분당선","수원","5854","4806","20210505"
"20210502","분당선","수원시청","6914","6861","20210505"
"20210502","4호선","수유(강북구청)","18652","18119","20210505"
"20210502","8호선","수진","2714","2477","20210505"
"20210502","4호선","숙대입구(갈월)","6465","6182","20210505"
"20210502","7호선","숭실대입구(살피재)","5454","5734","20210505"
"20210502","수인선","숭의","2097","1871","20210505"
"20210502","2호선","시청","5143","4300","20210505"
"20210502","1호선","시청","6893","6599","20210505"
"20210502","분당선","신갈","1830","1894","20210505"
"20210502","5호선","신금호","2837","3078","20210505"
"20210502","경부선","신길","4686","4111","20210505"
"20210502","5호선","신길","1783","1988","20210505"
"20210502","안산선","신길온천","1127","1051","20210505"
"20210502","경춘선","신내","821","916","20210505"
"20210502","9호선","신논현","14592","14175","20210505"
"20210502","2호선","신답","712","819","20210505"
"20210502","6호선","신당","3782","4339","20210505"
"20210502","2호선","신당","7772","8452","20210505"
"20210502","2호선","신대방","14526","14257","20210505"
"20210502","7호선","신대방삼거리","7450","7369","20210505"
"20210502","경부선","신도림","2210","2309","20210505"
"20210502","2호선","신도림","26520","26734","20210505"
"20210502","경강선","신둔도예촌","833","761","20210505"
"20210502","2호선","신림","34610","34314","20210505"
"20210502","9호선","신목동","1809","1594","20210505"
"20210502","9호선","신반포","1659","1749","20210505"
"20210502","9호선","신방화","3083","3154","20210505"
"20210502","3호선","신사","13868","13659","20210505"
"20210502","1호선","신설동","7127","7096","20210505"
"20210502","우이신설선","신설동","1166","1156","20210505"
"20210502","2호선","신설동","3030","3034","20210505"
"20210502","4호선","신용산","6891","6941","20210505"
"20210502","중앙선","신원","383","232","20210505"
"20210502","경원선","신이문","4698","4388","20210505"
"20210502","5호선","신정(은행정)","6018","5509","20210505"
"20210502","2호선","신정네거리","5183","5265","20210505"
"20210502","7호선","신중동","6270","6115","20210505"
"20210502","장항선","신창(순천향대)","962","1337","20210505"
"20210502","2호선","신촌","20080","19708","20210505"
"20210502","경의선","신촌","276","294","20210505"
"20210502","수인선","신포","1156","1118","20210505"
"20210502","7호선","신풍","5896","5663","20210505"
"20210502","8호선","신흥","2569","2806","20210505"
"20210502","4호선","쌍문","14796","13392","20210505"
"20210502","장항선","쌍용(나사렛대)","1113","1217","20210505"
"20210502","장항선","아산","2968","2058","20210505"
"20210502","중앙선","아신","638","586","20210505"
"20210502","5호선","아차산(어린이대공원후문)","11102","11168","20210505"
"20210502","2호선","아현","4993","4991","20210505"
"20210502","3호선","안국","9256","10336","20210505"
"20210502","안산선","안산","9781","8663","20210505"
"20210502","6호선","안암(고대병원앞)","4851","5220","20210505"
"20210502","경부선","안양","13166","12753","20210505"
"20210502","8호선","암사","8438","7927","20210505"
"20210502","3호선","압구정","13301","13611","20210505"
"20210502","분당선","압구정로데오","10071","11143","20210505"
"20210502","5호선","애오개","2577","2523","20210505"
"20210502","경의선","야당","3935","3623","20210505"
"20210502","수인선","야목","157","141","20210505"
"20210502","분당선","야탑","12007","12406","20210505"
"20210502","3호선","약수","6389","6217","20210505"
"20210502","6호선","약수","1499","1633","20210505"
"20210502","중앙선","양수","2142","1974","20210505"
"20210502","중앙선","양원","811","882","20210505"
"20210502","3호선","양재(서초구청)","12297","14344","20210505"
"20210502","중앙선","양정","565","473","20210505"
"20210502","경원선","양주","4921","4898","20210505"
"20210502","2호선","양천구청","3277","3402","20210505"
"20210502","9호선","양천향교","3919","4066","20210505"
"20210502","5호선","양평","2503","2525","20210505"
"20210502","중앙선","양평","2545","2158","20210505"
"20210502","7호선","어린이대공원(세종대)","7937","8143","20210505"
"20210502","수인선","어천","498","574","20210505"
"20210502","9호선2~3단계","언주","2982","2840","20210505"
"20210502","5호선","여의나루","17438","18527","20210505"
"20210502","5호선","여의도","8459","8204","20210505"
"20210502","9호선","여의도","9228","8331","20210505"
"20210502","경강선","여주","2040","1912","20210505"
"20210502","경인선","역곡","13853","13763","20210505"
"20210502","2호선","역삼","10552","11291","20210505"
"20210502","6호선","역촌","1809","2178","20210505"
"20210502","수인선","연수","2829","2748","20210505"
"20210502","3호선","연신내","20958","19584","20210505"
"20210502","9호선","염창","7871","7932","20210505"
"20210502","경부선","영등포","29346","28259","20210505"
"20210502","2호선","영등포구청","7489","7839","20210505"
"20210502","5호선","영등포구청","1313","1280","20210505"
"20210502","5호선","영등포시장","4155","4580","20210505"
"20210502","공항철도 1호선","영종","2299","2202","20210505"
"20210502","분당선","영통","4300","4471","20210505"
"20210502","3호선","오금","2649","2514","20210505"
"20210502","5호선","오금","1449","1357","20210505"
"20210502","경인선","오류동","6855","6561","20210505"
"20210502","분당선","오리","5093","4393","20210505"
"20210502","5호선","오목교(목동운동장앞)","11730","12005","20210505"
"20210502","수인선","오목천","1281","1212","20210505"
"20210502","중앙선","오빈","289","261","20210505"
"20210502","경부선","오산","7222","7815","20210505"
"20210502","경부선","오산대","2143","2125","20210505"
"20210502","안산선","오이도","6042","6069","20210505"
"20210502","경원선","옥수","58","30","20210505"
"20210502","3호선","옥수","5183","5434","20210505"
"20210502","7호선","온수(성공회대입구)","3710","3757","20210505"
"20210502","경인선","온수(성공회대입구)","3483","3423","20210505"
"20210502","장항선","온양온천","3203","3079","20210505"
"20210502","9호선2~3단계","올림픽공원(한국체대)","3228","3299","20210505"
"20210502","5호선","올림픽공원(한국체대)","2226","2046","20210505"
"20210502","2호선","왕십리(성동구청)","8994","7746","20210505"
"20210502","경원선","왕십리(성동구청)","8606","10048","20210505"
"20210502","5호선","왕십리(성동구청)","2377","2680","20210505"
"20210502","경원선","외대앞","4497","4509","20210505"
"20210502","2호선","용답","1664","1715","20210505"
"20210502","2호선","용두(동대문구청)","1243","1227","20210505"
"20210502","7호선","용마산(용마폭포공원)","3180","3584","20210505"
"20210502","중앙선","용문","2694","2150","20210505"
"20210502","경부선","용산","28520","25557","20210505"
"20210502","5호선","우장산","6282","6543","20210505"
"20210502","중앙선","운길산","1851","1612","20210505"
"20210502","공항철도 1호선","운서","4669","5079","20210505"
"20210502","경의선","운정","3390","3300","20210505"
"20210502","일산선","원당","6101","5843","20210505"
"20210502","중앙선","원덕","524","423","20210505"
"20210502","수인선","원인재","2817","2952","20210505"
"20210502","일산선","원흥","4990","4739","20210505"
"20210502","경원선","월계","3573","3455","20210505"
"20210502","6호선","월곡(동덕여대)","5212","5273","20210505"
"20210502","수인선","월곶","1618","1593","20210505"
"20210502","6호선","월드컵경기장(성산)","4421","4365","20210505"
"20210502","경의선","월롱","789","1371","20210505"
"20210502","3호선","을지로3가","2891","2788","20210505"
"20210502","2호선","을지로3가","7201","6455","20210505"
"20210502","2호선","을지로4가","2973","2950","20210505"
"20210502","5호선","을지로4가","1396","1480","20210505"
"20210502","2호선","을지로입구","14496","13480","20210505"
"20210502","경원선","응봉","1283","1194","20210505"
"20210502","6호선","응암","8944","9112","20210505"
"20210502","경부선","의왕","4166","4165","20210505"
"20210502","경원선","의정부","13017","13057","20210505"
"20210502","2호선","이대","6517","6966","20210505"
"20210502","경강선","이매","612","624","20210505"
"20210502","분당선","이매","2958","2915","20210505"
"20210502","7호선","이수","7641","7275","20210505"
"20210502","경강선","이천","1957","2034","20210505"
"20210502","경원선","이촌(국립중앙박물관)","2483","1874","20210505"
"20210502","4호선","이촌(국립중앙박물관)","4648","5313","20210505"
"20210502","6호선","이태원","8640","8254","20210505"
"20210502","과천선","인덕원","10498","10314","20210505"
"20210502","수인선","인천","1205","1853","20210505"
"20210502","경인선","인천","4585","3554","20210505"
"20210502","공항철도 1호선","인천공항1터미널","2796","2861","20210505"
"20210502","공항철도 1호선","인천공항2터미널","1463","1452","20210505"
"20210502","수인선","인천논현","3003","3085","20210505"
"20210502","수인선","인하대","3130","3139","20210505"
"20210502","경의선","일산","4441","4361","20210505"
"20210502","3호선","일원","2926","3097","20210505"
"20210502","경의선","임진강","70","59","20210505"
"20210502","8호선","잠실(송파구청)","9006","9935","20210505"
"20210502","2호선","잠실(송파구청)","44466","41505","20210505"
"20210502","2호선","잠실나루","4814","4904","20210505"
"20210502","2호선","잠실새내","10855","11119","20210505"
"20210502","3호선","잠원","2530","2547","20210505"
"20210502","7호선","장승배기","4433","4499","20210505"
"20210502","7호선","장암","1484","1048","20210505"
"20210502","8호선","장지","8525","8549","20210505"
"20210502","5호선","장한평","7043","6978","20210505"
"20210502","우이신설선","정릉","2588","2268","20210505"
"20210502","일산선","정발산","5575","5404","20210505"
"20210502","과천선","정부과천청사","3968","4071","20210505"
"20210502","안산선","정왕","4892","5637","20210505"
"20210502","분당선","정자","7073","7267","20210505"
"20210502","1호선","제기동","9487","9963","20210505"
"20210502","경인선","제물포","5180","5135","20210505"
"20210502","1호선","종각","11439","9876","20210505"
"20210502","3호선","종로3가","3586","4901","20210505"
"20210502","5호선","종로3가","8286","7529","20210505"
"20210502","1호선","종로3가","13429","11906","20210505"
"20210502","1호선","종로5가","8205","8249","20210505"
"20210502","2호선","종합운동장","4855","5392","20210505"
"20210502","9호선2~3단계","종합운동장","2071","1883","20210505"
"20210502","경인선","주안","11197","9856","20210505"
"20210502","일산선","주엽","4286","4127","20210505"
"20210502","분당선","죽전","7735","8724","20210505"
"20210502","7호선","중계","6454","6024","20210505"
"20210502","7호선","중곡","4855","4654","20210505"
"20210502","경인선","중동","4546","4305","20210505"
"20210502","중앙선","중랑","3266","3264","20210505"
"20210502","안산선","중앙","11240","11073","20210505"
"20210502","9호선2~3단계","중앙보훈병원","3227","3023","20210505"
"20210502","7호선","중화","5554","5469","20210505"
"20210502","9호선","증미","2937","2929","20210505"
"20210502","6호선","증산(명지대앞)","5366","5537","20210505"
"20210502","경부선","지제","2187","2004","20210505"
"20210502","3호선","지축","1893","1743","20210505"
"20210502","일산선","지축","1","0","20210505"
"20210502","중앙선","지평","64","72","20210505"
"20210502","경원선","지행","4173","4164","20210505"
"20210502","경부선","직산","523","601","20210505"
"20210502","경부선","진위","762","805","20210505"
"20210502","4호선","창동","14016","14647","20210505"
"20210502","6호선","창신","1644","1449","20210505"
"20210502","경춘선","천마산","1182","1130","20210505"
"20210502","경부선","천안","5831","5433","20210505"
"20210502","7호선","천왕","4647","4488","20210505"
"20210502","5호선","천호(풍납토성)","12153","11336","20210505"
"20210502","8호선","천호(풍납토성)","8391","9633","20210505"
"20210502","7호선","철산","9980","10150","20210505"
"20210502","5호선","청구","1699","1517","20210505"
"20210502","6호선","청구","1603","1603","20210505"
"20210502","7호선","청담","6225","6694","20210505"
"20210502","공항철도 1호선","청라국제도시","3069","2940","20210505"
"20210502","경원선","청량리(서울시립대입구)","13184","12667","20210505"
"20210502","1호선","청량리(서울시립대입구)","12911","12671","20210505"
"20210502","분당선","청명","1866","1931","20210505"
"20210502","경춘선","청평","1821","1574","20210505"
"20210502","경강선","초월","1569","1510","20210505"
"20210502","안산선","초지","2171","2167","20210505"
"20210502","4호선","총신대입구(이수)","9643","10574","20210505"
"20210502","7호선","춘의","3285","3015","20210505"
"20210502","경춘선","춘천","1865","1620","20210505"
"20210502","4호선","충무로","8171","8292","20210505"
"20210502","2호선","충정로(경기대입구)","3407","3585","20210505"
"20210502","5호선","충정로(경기대입구)","1407","1355","20210505"
"20210502","경의선","탄현","3976","3831","20210505"
"20210502","7호선","태릉입구","4819","4575","20210505"
"20210502","6호선","태릉입구","2822","3108","20210505"
"20210502","분당선","태평","7515","7126","20210505"
"20210502","경춘선","퇴계원","2051","2011","20210505"
"20210502","경의선","파주","701","642","20210505"
"20210502","경강선","판교","2171","2003","20210505"
"20210502","중앙선","팔당","1668","2013","20210505"
"20210502","경춘선","평내호평","3651","3535","20210505"
"20210502","과천선","평촌","5710","5630","20210505"
"20210502","경부선","평택","10529","11624","20210505"
"20210502","경의선","풍산","3418","3167","20210505"
"20210502","7호선","하계","8472","8129","20210505"
"20210502","5호선","하남검단산","4766","4824","20210505"
"20210502","5호선","하남시청(덕풍?신장)","3182","3074","20210505"
"20210502","5호선","하남풍산","2033","1978","20210505"
"20210502","7호선","학동","4967","5463","20210505"
"20210502","3호선","학여울","2246","2432","20210505"
"20210502","6호선","한강진","6168","7278","20210505"
"20210502","경원선","한남","1984","1904","20210505"
"20210502","안산선","한대앞","5147","5091","20210505"
"20210502","4호선","한성대입구(삼선교)","7443","7577","20210505"
"20210502","9호선2~3단계","한성백제","1427","1207","20210505"
"20210502","2호선","한양대","2295","2493","20210505"
"20210502","분당선","한티","6580","6644","20210505"
"20210502","2호선","합정","18739","19810","20210505"
"20210502","6호선","합정","8971","7743","20210505"
"20210502","5호선","행당","3785","3462","20210505"
"20210502","경의선","행신","4167","3993","20210505"
"20210502","4호선","혜화","19556","20006","20210505"
"20210502","수인선","호구포","1799","1875","20210505"
"20210502","공항철도 1호선","홍대입구","9543","8682","20210505"
"20210502","경의선","홍대입구","1468","1747","20210505"
"20210502","2호선","홍대입구","45763","45830","20210505"
"20210502","3호선","홍제","8762","8210","20210505"
"20210502","우이신설선","화계","2056","1799","20210505"
"20210502","5호선","화곡","13651","12961","20210505"
"20210502","6호선","화랑대(서울여대입구)","4665","4146","20210505"
"20210502","경부선","화서","3702","3545","20210505"
"20210502","경의선","화전","823","897","20210505"
"20210502","일산선","화정","9170","9448","20210505"
"20210502","중앙선","회기","14700","14941","20210505"
"20210502","경원선","회룡","7180","7173","20210505"
"20210502","4호선","회현(남대문시장)","7720","8144","20210505"
"20210502","경의선","효창공원앞","1227","1427","20210505"
"20210502","6호선","효창공원앞","3059","2876","20210505"
"20210502","9호선","흑석(중앙대입구)","3784","4008","20210505"
"20210501","우이신설선","4.19민주묘지","1966","1852","20210504"
"20210501","경원선","가능","4462","4265","20210504"
"20210501","8호선","가락시장","5236","5152","20210504"
"20210501","3호선","가락시장","5485","5181","20210504"
"20210501","7호선","가산디지털단지","13779","12664","20210504"
"20210501","경부선","가산디지털단지","5335","7374","20210504"
"20210501","9호선","가양","12301","11673","20210504"
"20210501","우이신설선","가오리","2392","2365","20210504"
"20210501","경의선","가좌","3468","3302","20210504"
"20210501","분당선","가천대","4444","5012","20210504"
"20210501","경춘선","가평","1412","1612","20210504"
"20210501","경인선","간석","3878","3897","20210504"
"20210501","경춘선","갈매","1615","1412","20210504"
"20210501","2호선","강남","51837","50791","20210504"
"20210501","7호선","강남구청","9064","10007","20210504"
"20210501","분당선","강남구청","4797","5815","20210504"
"20210501","5호선","강동","10935","10470","20210504"
"20210501","8호선","강동구청","5319","5309","20210504"
"20210501","경의선","강매","1714","1595","20210504"
"20210501","2호선","강변(동서울터미널)","23363","24802","20210504"
"20210501","5호선","강일","1847","1780","20210504"
"20210501","경춘선","강촌","461","519","20210504"
"20210501","5호선","개롱","3667","3832","20210504"
"20210501","경인선","개봉","14394","14139","20210504"
"20210501","분당선","개포동","2026","2027","20210504"
"20210501","9호선","개화","1288","1077","20210504"
"20210501","5호선","개화산","3231","3155","20210504"
"20210501","5호선","거여","4254","4158","20210504"
"20210501","2호선","건대입구","30565","31928","20210504"
"20210501","7호선","건대입구","9769","9858","20210504"
"20210501","공항철도 1호선","검암","4122","4184","20210504"
"20210501","경강선","경기광주","4341","4123","20210504"
"20210501","과천선","경마공원","901","928","20210504"
"20210501","3호선","경복궁(정부서울청사)","12030","11754","20210504"
"20210501","3호선","경찰병원","3547","3363","20210504"
"20210501","경의선","계양","1","0","20210504"
"20210501","공항철도 1호선","계양","5719","5308","20210504"
"20210501","5호선","고덕","4900","4891","20210504"
"20210501","6호선","고려대(종암)","4693","4500","20210504"
"20210501","수인선","고색","1978","2003","20210504"
"20210501","9호선","고속터미널","11244","16329","20210504"
"20210501","3호선","고속터미널","43958","45622","20210504"
"20210501","7호선","고속터미널","12226","9514","20210504"
"20210501","안산선","고잔","5545","5820","20210504"
"20210501","경의선","곡산","347","337","20210504"
"20210501","경강선","곤지암","1484","1685","20210504"
"20210501","공항철도 1호선","공덕","1348","2099","20210504"
"20210501","경의선","공덕","2369","1758","20210504"
"20210501","6호선","공덕","9153","8342","20210504"
"20210501","5호선","공덕","6925","6898","20210504"
"20210501","7호선","공릉(서울과학기술대)","7922","7618","20210504"
"20210501","9호선","공항시장","2098","2187","20210504"
"20210501","공항철도 1호선","공항화물청사","1188","1236","20210504"
"20210501","과천선","과천","3456","3246","20210504"
"20210501","경부선","관악","5105","4771","20210504"
"20210501","5호선","광나루(장신대)","7991","7427","20210504"
"20210501","경부선","광명","2157","2037","20210504"
"20210501","7호선","광명사거리","15068","14954","20210504"
"20210501","경원선","광운대","5271","5048","20210504"
"20210501","5호선","광화문(세종문화회관)","12313","12388","20210504"
"20210501","6호선","광흥창(서강)","4644","4421","20210504"
"20210501","3호선","교대(법원.검찰청)","5729","3475","20210504"
"20210501","2호선","교대(법원.검찰청)","14843","16632","20210504"
"20210501","경부선","구로","11880","12428","20210504"
"20210501","2호선","구로디지털단지","29607","28754","20210504"
"20210501","분당선","구룡","862","826","20210504"
"20210501","중앙선","구리","9022","9251","20210504"
"20210501","9호선","구반포","1954","2088","20210504"
"20210501","6호선","구산","4638","3511","20210504"
"20210501","분당선","구성","2632","2882","20210504"
"20210501","2호선","구의(광진구청)","14184","13855","20210504"
"20210501","경인선","구일","4077","3757","20210504"
"20210501","3호선","구파발","12266","12386","20210504"
"20210501","중앙선","국수","502","560","20210504"
"20210501","9호선","국회의사당","4086","4386","20210504"
"20210501","7호선","군자(능동)","9283","7202","20210504"
"20210501","5호선","군자(능동)","7569","8370","20210504"
"20210501","경부선","군포","3740","3430","20210504"
"20210501","경춘선","굴봉산","200","208","20210504"
"20210501","7호선","굴포천","5739","6021","20210504"
"20210501","5호선","굽은다리(강동구민회관앞)","6209","5897","20210504"
"20210501","경춘선","금곡","899","865","20210504"
"20210501","경의선","금릉","3193","3040","20210504"
"20210501","경부선","금정","16305","16203","20210504"
"20210501","경부선","금천구청","7234","7230","20210504"
"20210501","경의선","금촌","4902","4938","20210504"
"20210501","3호선","금호","5279","4956","20210504"
"20210501","분당선","기흥","5919","5689","20210504"
"20210501","5호선","길동","5317","5548","20210504"
"20210501","4호선","길음","12035","11581","20210504"
"20210501","경춘선","김유정","419","537","20210504"
"20210501","9호선","김포공항","7751","11500","20210504"
"20210501","공항철도 1호선","김포공항","10076","5468","20210504"
"20210501","5호선","김포공항","7260","7146","20210504"
"20210501","5호선","까치산","18818","18198","20210504"
"20210501","7호선","까치울","4825","4695","20210504"
"20210501","2호선","낙성대(강감찬)","18771","17665","20210504"
"20210501","7호선","남구로","7952","8037","20210504"
"20210501","수인선","남동인더스파크","845","726","20210504"
"20210501","3호선","남부터미널(예술의전당)","19286","20221","20210504"
"20210501","7호선","남성","6670","6295","20210504"
"20210501","경부선","남영","4910","5197","20210504"
"20210501","경춘선","남춘천","1949","2178","20210504"
"20210501","4호선","남태령","830","569","20210504"
"20210501","8호선","남한산성입구(성남법원.검찰청)","7665","6994","20210504"
"20210501","7호선","내방","7021","6898","20210504"
"20210501","9호선","노들","2849","2431","20210504"
"20210501","9호선","노량진","19486","19311","20210504"
"20210501","경부선","노량진","7681","7173","20210504"
"20210501","4호선","노원","14326","15242","20210504"
"20210501","7호선","노원","13952","14244","20210504"
"20210501","3호선","녹번","8506","7442","20210504"
"20210501","6호선","녹사평(용산구청)","4616","4846","20210504"
"20210501","경원선","녹양","2886","2853","20210504"
"20210501","경원선","녹천","2993","2554","20210504"
"20210501","7호선","논현","9820","10704","20210504"
"20210501","경의선","능곡","2502","2429","20210504"
"20210501","8호선","단대오거리","6550","6126","20210504"
"20210501","수인선","달월","64","79","20210504"
"20210501","5호선","답십리","9133","8521","20210504"
"20210501","4호선","당고개","8288","8106","20210504"
"20210501","9호선","당산","11175","10484","20210504"
"20210501","2호선","당산","10871","11926","20210504"
"20210501","경부선","당정","3599","3392","20210504"
"20210501","일산선","대곡","1233","988","20210504"
"20210501","과천선","대공원","3633","3780","20210504"
"20210501","2호선","대림(구로구청)","16474","17654","20210504"
"20210501","7호선","대림(구로구청)","7220","7235","20210504"
"20210501","분당선","대모산입구","1617","1474","20210504"
"20210501","경부선","대방","6944","7122","20210504"
"20210501","경춘선","대성리","445","475","20210504"
"20210501","안산선","대야미","3549","3139","20210504"
"20210501","3호선","대청","4773","4480","20210504"
"20210501","3호선","대치","7053","6608","20210504"
"20210501","일산선","대화","7377","6735","20210504"
"20210501","6호선","대흥(서강대앞)","4913","4921","20210504"
"20210501","경원선","덕계","1776","1618","20210504"
"20210501","중앙선","덕소","3832","3858","20210504"
"20210501","경원선","덕정","3485","3281","20210504"
"20210501","분당선","도곡","3832","3567","20210504"
"20210501","3호선","도곡","3345","3390","20210504"
"20210501","중앙선","도농","5595","5408","20210504"
"20210501","2호선","도림천","656","686","20210504"
"20210501","경원선","도봉","3758","3568","20210504"
"20210501","7호선","도봉산","5198","7206","20210504"
"20210501","경원선","도봉산","6844","4659","20210504"
"20210501","중앙선","도심","1361","1223","20210504"
"20210501","경인선","도원","1819","1826","20210504"
"20210501","경인선","도화","2759","2617","20210504"
"20210501","3호선","독립문","4691","4856","20210504"
"20210501","6호선","독바위","1731","1896","20210504"
"20210501","경부선","독산","7526","7443","20210504"
"20210501","6호선","돌곶이","5401","5017","20210504"
"20210501","1호선","동대문","11032","10116","20210504"
"20210501","4호선","동대문","13880","13662","20210504"
"20210501","5호선","동대문역사문화공원(DDP)","909","1168","20210504"
"20210501","2호선","동대문역사문화공원(DDP)","9182","9565","20210504"
"20210501","4호선","동대문역사문화공원(DDP)","10076","8719","20210504"
"20210501","3호선","동대입구","5275","5716","20210504"
"20210501","경원선","동두천","1349","1715","20210504"
"20210501","경원선","동두천중앙","2123","2162","20210504"
"20210501","1호선","동묘앞","9578","9794","20210504"
"20210501","6호선","동묘앞","7680","6904","20210504"
